Correct label   | Predicted label | Confidence     
      32        |       45        |      30.84     %
      32        |       32        |      47.62     %
      32        |       32        |      63.93     %
      32        |       45        |      37.11     %
       3        |        3        |      88.14     %
      32        |       32        |      51.12     %
      32        |       32        |      55.34     %
      32        |       83        |      25.86     %
      32        |       83        |      28.85     %
      32        |       32        |      60.55     %
      32        |       32        |      64.67     %
      32        |       32        |      54.48     %
      32        |       32        |      68.21     %
      32        |       22        |      38.55     %
      32        |       91        |      67.42     %
       3        |        3        |      82.73     %
      32        |       32        |      77.21     %
      32        |       91        |      76.66     %
      32        |       32        |      48.83     %
      32        |       91        |      80.70     %
      32        |       32        |      69.52     %
      32        |       30        |      57.01     %
      32        |       30        |      40.57     %
      32        |       91        |      75.85     %
      32        |       32        |      41.29     %
      32        |       91        |      80.87     %
       3        |        3        |      99.10     %
      32        |       32        |      50.66     %
      32        |       91        |      81.74     %
      32        |       32        |      70.25     %
      32        |       22        |      38.58     %
      33        |       33        |      75.47     %
      33        |       33        |      92.36     %
      33        |       57        |      43.87     %
      33        |       57        |      26.65     %
      33        |       38        |      63.73     %
      33        |       38        |      22.85     %
       3        |        3        |      97.80     %
      33        |       33        |      46.48     %
      33        |       38        |      38.43     %
      33        |       12        |      96.94     %
      33        |        3        |      93.70     %
      33        |        3        |      91.97     %
      33        |        3        |      93.79     %
      33        |        3        |      94.11     %
      33        |       12        |      97.81     %
      33        |       12        |      79.92     %
      33        |       12        |      97.09     %
       3        |        3        |      68.70     %
      33        |       12        |      77.80     %
      33        |       12        |      61.86     %
      33        |       12        |      50.55     %
      33        |       38        |      42.89     %
      33        |       66        |      46.87     %
      33        |       70        |      34.63     %
      33        |       38        |      29.05     %
      33        |       62        |      22.51     %
      33        |       66        |      17.94     %
      33        |       33        |      24.60     %
       3        |        3        |      70.34     %
      33        |       12        |      57.78     %
      33        |       74        |      59.13     %
      33        |       74        |      36.21     %
      33        |       33        |      55.32     %
      33        |       33        |      47.67     %
      33        |       33        |      71.70     %
      33        |       74        |      61.65     %
      34        |       19        |      44.06     %
      34        |       19        |      62.11     %
      34        |       38        |      42.66     %
       3        |        3        |      37.92     %
       0        |        1        |      79.51     %
      34        |       74        |      47.01     %
      34        |       66        |      74.19     %
      34        |       66        |      88.31     %
      34        |       66        |      38.91     %
      34        |       66        |      65.62     %
      34        |        3        |      32.74     %
      34        |        3        |      59.54     %
      34        |        3        |      31.06     %
      34        |        3        |      36.46     %
      34        |       53        |      81.87     %
       3        |       73        |      27.47     %
      34        |       88        |      38.92     %
      34        |       45        |      29.19     %
      34        |       33        |      29.61     %
      34        |       85        |      28.61     %
      34        |       46        |      58.15     %
      34        |       93        |      45.60     %
      34        |       69        |      42.23     %
      34        |       88        |      60.91     %
      34        |       49        |      49.17     %
      34        |       82        |      15.07     %
       3        |        3        |      73.35     %
      34        |       82        |      23.39     %
      34        |       82        |      18.71     %
      34        |       82        |      18.32     %
      34        |       82        |      25.40     %
      34        |       82        |      25.06     %
      34        |        5        |      26.48     %
      34        |        3        |      25.71     %
      34        |       34        |      49.08     %
      34        |       34        |      47.16     %
      34        |       34        |      73.29     %
       3        |        3        |      99.31     %
      35        |       35        |      59.49     %
      35        |        8        |      81.55     %
      35        |       92        |      46.82     %
      35        |       23        |      45.68     %
      35        |       92        |      56.52     %
      35        |       88        |      50.21     %
      35        |       35        |      78.92     %
      35        |       35        |      57.44     %
      35        |       35        |      89.68     %
      35        |       35        |      64.44     %
       3        |        3        |      85.26     %
      35        |       35        |      54.09     %
      35        |       35        |      39.24     %
      35        |       35        |      92.66     %
      35        |       80        |      45.79     %
      35        |       97        |      31.99     %
      35        |       92        |      58.55     %
      35        |       88        |      25.93     %
      35        |       35        |      72.41     %
      35        |       35        |      55.20     %
      35        |       80        |      40.80     %
       3        |       16        |      57.07     %
      35        |       35        |      99.95     %
      35        |       35        |      99.99     %
      35        |       35        |      99.98     %
      35        |       35        |      99.99     %
      35        |       35        |      99.40     %
      35        |       35        |      99.98     %
      35        |       35        |      99.96     %
      35        |       67        |      28.00     %
      35        |       75        |      37.21     %
      35        |       92        |      47.49     %
       3        |        3        |      95.35     %
      35        |       92        |      46.68     %
      35        |       92        |      39.11     %
      35        |       92        |      43.88     %
      35        |       35        |      96.85     %
      35        |       35        |      99.47     %
      35        |       35        |      99.69     %
      35        |       35        |      99.91     %
      35        |       35        |      99.95     %
      35        |       35        |      99.92     %
      35        |       35        |      99.86     %
       3        |        3        |      71.65     %
      35        |       35        |      99.86     %
      35        |       35        |      96.74     %
      35        |       35        |      66.88     %
      35        |       35        |      74.80     %
      35        |       35        |      72.07     %
      36        |       36        |      27.69     %
      36        |       36        |      24.44     %
      36        |       36        |      25.15     %
      36        |       36        |      27.44     %
      36        |       58        |      46.02     %
       3        |        3        |      98.15     %
      36        |       58        |      40.83     %
      36        |       58        |      41.97     %
      36        |       33        |      25.91     %
      36        |        3        |      37.42     %
      36        |        3        |      41.25     %
      36        |        3        |      43.34     %
      36        |        3        |      44.69     %
      36        |       83        |      58.13     %
      36        |       36        |      28.94     %
      36        |       20        |      29.31     %
       3        |        3        |      66.07     %
      36        |       16        |      18.93     %
      36        |       36        |      47.58     %
      36        |       36        |      44.99     %
      36        |       36        |      44.90     %
      36        |       36        |      46.33     %
      36        |       36        |      58.02     %
      36        |       36        |      67.41     %
      36        |       36        |      66.90     %
      36        |       36        |      67.16     %
      36        |       82        |      38.78     %
       3        |        3        |      98.92     %
       0        |        1        |      75.19     %
      36        |       51        |      23.28     %
      36        |       37        |      36.35     %
      36        |       54        |      49.57     %
      37        |        3        |      47.35     %
      37        |        3        |      72.40     %
      37        |        3        |      46.92     %
      37        |       98        |      29.05     %
      37        |       45        |      71.05     %
      37        |       45        |      58.69     %
      37        |       45        |      62.95     %
       3        |       88        |      95.27     %
      37        |       45        |      58.15     %
      37        |       100       |      25.27     %
      37        |       69        |      26.55     %
      37        |       59        |      30.85     %
      37        |       74        |      31.67     %
      37        |       28        |      34.17     %
      37        |       28        |      59.41     %
      37        |       32        |      81.40     %
      37        |       32        |      66.39     %
      37        |       32        |      50.65     %
       3        |       88        |      95.74     %
      37        |       12        |      37.15     %
      37        |       12        |      61.76     %
      37        |       79        |      43.38     %
      37        |       79        |      47.68     %
      37        |       23        |      48.92     %
      37        |       30        |      15.94     %
      37        |       54        |      36.07     %
      37        |       54        |      42.02     %
      37        |       54        |      54.61     %
      37        |       54        |      26.99     %
       3        |       88        |      93.07     %
      37        |       57        |      28.18     %
      37        |        5        |      42.98     %
      37        |        5        |      59.45     %
      37        |       21        |      78.77     %
      37        |       21        |      48.32     %
      37        |        5        |      38.39     %
      37        |       79        |      38.58     %
      38        |       26        |      22.56     %
      38        |       93        |      26.86     %
      38        |       88        |      40.61     %
       3        |       88        |      79.14     %
      38        |       88        |      54.93     %
      38        |       88        |      27.79     %
      38        |       85        |      52.32     %
      38        |       21        |      65.49     %
      38        |       21        |      79.66     %
      38        |       21        |      86.18     %
      38        |       21        |      54.38     %
      38        |       21        |      48.54     %
      38        |       21        |      70.40     %
      38        |       38        |      48.09     %
       3        |       88        |      63.52     %
      38        |       38        |      51.65     %
      38        |       38        |      80.20     %
      38        |       38        |      68.60     %
      38        |       38        |      58.83     %
      38        |       38        |      61.30     %
      38        |       38        |      68.60     %
      38        |       33        |      19.69     %
      38        |       93        |      21.90     %
      38        |       93        |      17.13     %
      38        |       77        |      20.77     %
       3        |       88        |      97.66     %
      38        |       38        |      49.52     %
      38        |       38        |      59.40     %
      38        |       38        |      60.09     %
      38        |       38        |      37.44     %
      38        |       38        |      37.05     %
      38        |       38        |      35.66     %
      38        |       59        |      67.24     %
      38        |       59        |      34.95     %
      38        |       59        |      56.09     %
      38        |       59        |      30.91     %
       3        |        0        |      49.29     %
      38        |       54        |      40.55     %
      38        |       59        |      37.45     %
      38        |       59        |      40.86     %
      38        |       33        |      56.11     %
      38        |       33        |      50.57     %
      38        |       33        |      77.77     %
      38        |       33        |      63.00     %
      38        |       33        |      55.23     %
      39        |       68        |      56.07     %
      39        |       68        |      51.24     %
       3        |       50        |      34.34     %
      39        |       29        |      40.57     %
      39        |       96        |      65.51     %
      39        |       56        |      32.25     %
      39        |       67        |      58.63     %
      39        |       50        |      51.00     %
      39        |       44        |      60.52     %
      39        |       50        |      68.10     %
      39        |       44        |      49.30     %
      39        |       50        |      72.76     %
      39        |       50        |      72.18     %
       3        |        3        |      69.16     %
      39        |       44        |      78.36     %
      39        |       35        |      36.59     %
      39        |       44        |      58.30     %
      39        |       44        |      74.25     %
      39        |       29        |      74.68     %
      39        |       50        |      72.76     %
      39        |       50        |      53.14     %
      39        |       92        |      36.98     %
      39        |       50        |      86.67     %
      39        |       44        |      72.14     %
       3        |        3        |      48.87     %
       0        |        1        |      72.00     %
      39        |       39        |      99.85     %
      39        |       39        |      99.59     %
      39        |       44        |      79.65     %
      39        |       44        |      76.92     %
      39        |       67        |      52.96     %
      39        |       54        |      45.21     %
      39        |       44        |      93.12     %
      39        |       44        |      55.58     %
      39        |       39        |      86.07     %
      39        |       39        |      70.85     %
       3        |        3        |      47.82     %
      39        |       39        |      82.78     %
      39        |       44        |      74.42     %
      39        |       67        |      85.53     %
      39        |       39        |      60.56     %
      39        |       39        |      71.93     %
      40        |       40        |      99.88     %
      40        |       40        |      98.09     %
      40        |       40        |      99.98     %
      40        |       40        |      99.86     %
      40        |       40        |      84.44     %
       3        |        3        |      51.79     %
      40        |       40        |      95.36     %
      40        |       40        |      73.10     %
      40        |       40        |      42.83     %
      40        |       40        |     100.00     %
      40        |       40        |     100.00     %
      40        |       40        |     100.00     %
      40        |       40        |     100.00     %
      40        |       40        |     100.00     %
      40        |       40        |      99.67     %
      40        |       40        |      99.43     %
       4        |       56        |      66.43     %
      40        |       40        |      95.09     %
      40        |       40        |      96.99     %
      40        |       40        |      96.73     %
      40        |       40        |      99.75     %
      40        |       40        |      99.95     %
      40        |       40        |      83.53     %
      40        |       40        |      99.95     %
      40        |       40        |     100.00     %
      40        |       40        |      83.01     %
      40        |       40        |      83.14     %
       4        |        4        |      48.14     %
      40        |       30        |      56.01     %
      40        |       75        |      79.20     %
      40        |       40        |      67.44     %
      40        |       30        |      52.86     %
      40        |       40        |      97.88     %
      40        |       40        |      75.01     %
      40        |       40        |      82.99     %
      40        |       40        |      98.64     %
      40        |       40        |      89.30     %
      40        |       40        |      98.77     %
       4        |       85        |      48.58     %
      41        |       92        |      40.90     %
      41        |       41        |      75.12     %
      41        |       41        |      74.99     %
      41        |       41        |      94.08     %
      41        |       41        |      88.18     %
      41        |       41        |      84.22     %
      41        |       41        |      75.42     %
      41        |       41        |      99.92     %
      41        |       41        |     100.00     %
      41        |       41        |      99.97     %
       4        |        4        |      99.86     %
      41        |       41        |      99.98     %
      41        |       41        |      99.99     %
      41        |       41        |     100.00     %
      41        |       41        |      99.76     %
      41        |       41        |      95.43     %
      41        |       41        |      96.94     %
      41        |       41        |      97.69     %
      41        |       41        |      94.83     %
      41        |       41        |     100.00     %
      41        |       41        |      98.18     %
       4        |        4        |      97.06     %
      41        |       41        |      99.98     %
      41        |       41        |      80.37     %
      41        |       41        |      66.28     %
      41        |       35        |      58.01     %
      41        |       32        |      41.82     %
      41        |       41        |      82.66     %
      41        |       41        |      76.19     %
      41        |       41        |      84.88     %
      41        |       41        |      99.67     %
      41        |       41        |      83.52     %
       4        |        4        |      99.86     %
      41        |       41        |      91.10     %
      41        |       41        |      97.75     %
      41        |       41        |      95.29     %
      41        |       41        |      70.26     %
      41        |       41        |      84.95     %
      41        |       41        |      97.38     %
      41        |       41        |      95.99     %
      41        |       41        |      86.52     %
      41        |       41        |      98.78     %
      41        |       41        |      89.79     %
       4        |        4        |      94.07     %
      41        |       41        |      89.06     %
      41        |       41        |      91.47     %
      41        |       41        |      87.70     %
      41        |       41        |      72.15     %
      41        |       41        |      88.57     %
      41        |       41        |      86.14     %
      41        |       41        |      82.00     %
      41        |       41        |      80.76     %
      41        |       41        |      82.88     %
      42        |       97        |      50.62     %
       4        |        4        |      94.17     %
       0        |       54        |      60.93     %
      42        |       97        |      34.55     %
      42        |       39        |      31.65     %
      42        |       97        |      35.22     %
      42        |       97        |      15.12     %
      42        |       39        |      25.29     %
      42        |       68        |      24.92     %
      42        |       42        |      99.99     %
      42        |       42        |      99.99     %
      42        |       42        |      99.99     %
      42        |       42        |      99.99     %
       4        |        4        |      85.60     %
      42        |       92        |      52.57     %
      42        |       92        |      50.97     %
      42        |       92        |      63.94     %
      42        |       92        |      56.95     %
      42        |       35        |      29.83     %
      42        |       42        |      99.16     %
      42        |       42        |      99.62     %
      42        |       42        |      99.53     %
      42        |       42        |      98.68     %
      42        |       42        |      98.08     %
       4        |       85        |      67.92     %
      42        |       13        |      31.68     %
      42        |       13        |      35.00     %
      42        |       13        |      42.53     %
      42        |       24        |      23.64     %
      42        |       42        |      34.90     %
      42        |       82        |      28.01     %
      42        |       95        |      44.62     %
      42        |       42        |      57.63     %
      42        |       42        |      99.99     %
      42        |       42        |      99.99     %
       4        |        4        |      89.26     %
      42        |       42        |      99.98     %
      42        |       42        |      99.97     %
      42        |       42        |      99.98     %
      43        |       43        |      99.88     %
      43        |       43        |      99.87     %
      43        |       43        |      99.85     %
      43        |       43        |      99.96     %
      43        |       43        |      99.99     %
      43        |       43        |     100.00     %
      43        |       43        |      99.91     %
       4        |        4        |      84.15     %
      43        |       43        |      90.41     %
      43        |       43        |      92.67     %
      43        |       43        |      97.25     %
      43        |       43        |      97.11     %
      43        |       43        |      89.44     %
      43        |       43        |      94.33     %
      43        |       43        |      87.05     %
      43        |       43        |      99.92     %
      43        |       43        |      99.88     %
      43        |       43        |      99.82     %
       4        |        4        |      97.06     %
      43        |       43        |      99.88     %
      43        |       43        |      99.99     %
      43        |       43        |      99.99     %
      43        |       85        |      76.58     %
      43        |       43        |      60.92     %
      43        |       43        |      47.31     %
      43        |       43        |      47.29     %
      43        |       80        |      41.01     %
      43        |        4        |      62.34     %
      43        |       43        |      58.46     %
       4        |        4        |      41.45     %
      43        |       43        |      99.99     %
      43        |       43        |     100.00     %
      43        |       43        |     100.00     %
      43        |       43        |      99.23     %
      43        |       43        |     100.00     %
      43        |       43        |      99.99     %
      43        |       43        |     100.00     %
      43        |       43        |      99.97     %
      43        |       43        |      99.99     %
      43        |       43        |      99.99     %
       4        |       56        |      39.63     %
      43        |       43        |      99.95     %
      43        |       43        |      99.62     %
      43        |       43        |      99.99     %
      43        |       43        |     100.00     %
      43        |       43        |     100.00     %
      43        |       43        |      96.36     %
      43        |       43        |      99.77     %
      43        |       43        |      99.96     %
      43        |       43        |      99.72     %
      44        |       88        |      76.13     %
       4        |       56        |      52.84     %
      44        |       44        |      81.12     %
      44        |       44        |      86.57     %
      44        |       44        |      90.05     %
      44        |       44        |      73.92     %
      44        |       30        |      68.18     %
      44        |       44        |      90.48     %
      44        |       44        |      84.67     %
      44        |       61        |      44.75     %
      44        |       39        |      76.45     %
      44        |       39        |      75.50     %
       4        |        4        |      93.20     %
      44        |       67        |      90.02     %
      44        |       79        |      51.38     %
      44        |       79        |      59.02     %
      44        |       79        |      63.07     %
      44        |       79        |      45.43     %
      44        |       44        |      97.04     %
      44        |       44        |      97.63     %
      44        |       44        |      91.17     %
      44        |       44        |      98.05     %
      44        |       44        |      89.43     %
       4        |        4        |      99.48     %
       0        |        0        |      64.69     %
      44        |       44        |      99.92     %
      44        |       86        |      47.76     %
      44        |       44        |      70.25     %
      44        |       44        |      66.65     %
      44        |       44        |      63.14     %
      44        |       39        |      35.41     %
      44        |       39        |      55.65     %
      44        |       39        |      44.51     %
      44        |       39        |      43.55     %
      44        |       39        |      57.08     %
       4        |        4        |      67.55     %
      45        |       28        |      45.29     %
      45        |       28        |      52.50     %
      45        |       28        |      60.25     %
      45        |       28        |      59.76     %
      45        |       16        |      43.81     %
      45        |       16        |      41.97     %
      45        |       16        |      38.18     %
      45        |       16        |      50.97     %
      45        |       16        |      43.76     %
      45        |       16        |      50.05     %
       4        |       29        |      71.54     %
      45        |       45        |      87.17     %
      45        |       45        |      88.55     %
      45        |       45        |      84.93     %
      45        |       45        |      81.05     %
      45        |       45        |      67.67     %
      45        |       45        |      86.82     %
      45        |       45        |      69.81     %
      45        |       45        |      43.61     %
      45        |       45        |      49.58     %
      45        |       45        |      44.32     %
       4        |       56        |      34.01     %
      45        |       45        |      40.48     %
      45        |       45        |      42.05     %
      45        |       69        |      46.45     %
      45        |       69        |      50.64     %
      45        |       69        |      43.87     %
      45        |       69        |      47.44     %
      45        |       69        |      44.93     %
      45        |       73        |      43.32     %
      45        |       46        |      33.76     %
      45        |       73        |      36.39     %
       4        |       14        |      28.24     %
      45        |       73        |      37.96     %
      45        |       46        |      32.14     %
      45        |       46        |      29.63     %
      45        |       21        |      51.00     %
      45        |       21        |      37.52     %
      45        |       21        |      57.18     %
      45        |       62        |      30.40     %
      45        |       82        |      39.36     %
      45        |       82        |      38.55     %
      45        |       82        |      39.33     %
       4        |        4        |      34.52     %
      46        |       20        |      51.30     %
      46        |       20        |      54.98     %
      46        |       20        |      49.45     %
      46        |       20        |      47.33     %
      46        |       20        |      49.32     %
      46        |       20        |      46.21     %
      46        |       20        |      51.89     %
      46        |       93        |      32.26     %
      46        |       93        |      33.54     %
      46        |       93        |      31.39     %
       4        |       56        |      52.77     %
      46        |       93        |      34.87     %
      46        |       59        |      31.30     %
      46        |       38        |      32.65     %
      46        |       59        |      28.30     %
      46        |       59        |      34.54     %
