Correct label   | Predicted label | Confidence     
      29        |       29        |      98.79     %
      29        |       29        |      83.96     %
      29        |       29        |      62.68     %
      29        |       29        |      64.76     %
      29        |       29        |      89.97     %
      29        |       29        |      96.68     %
      29        |       29        |      95.20     %
      29        |       29        |      95.68     %
       2        |        2        |      54.85     %
      29        |       29        |      93.81     %
      29        |       29        |      81.05     %
      29        |       29        |      91.57     %
      29        |       29        |      94.60     %
      29        |        4        |      55.37     %
      29        |       85        |      63.41     %
      29        |       29        |      79.68     %
      29        |       85        |      60.88     %
      29        |       85        |      77.89     %
      29        |        4        |      46.75     %
       2        |        2        |      62.78     %
      29        |       85        |      71.46     %
      30        |       30        |      93.62     %
      30        |       30        |      81.59     %
      30        |       30        |      75.86     %
      30        |       30        |      95.38     %
      30        |       30        |      96.29     %
      30        |       30        |      93.42     %
      30        |       30        |      98.71     %
      30        |       30        |      99.97     %
      30        |       30        |      99.30     %
       2        |        2        |      70.82     %
      30        |       30        |      96.77     %
      30        |       30        |      99.64     %
      30        |       30        |      86.10     %
      30        |       30        |      91.09     %
      30        |       30        |      99.05     %
      30        |       30        |      99.91     %
      30        |       30        |      99.55     %
      30        |       30        |      99.77     %
      30        |       30        |      99.70     %
      30        |       30        |      99.37     %
       2        |       21        |      49.59     %
      30        |       30        |      99.16     %
      30        |       30        |      99.74     %
      30        |       78        |      73.55     %
      30        |       32        |      58.75     %
      30        |       78        |      80.24     %
      30        |       78        |      25.86     %
      30        |       32        |      58.36     %
      30        |       30        |      98.82     %
      30        |       30        |      98.97     %
      30        |       30        |      98.72     %
       3        |        3        |      90.53     %
      30        |       30        |      98.80     %
      30        |       30        |      99.19     %
      30        |       30        |      86.94     %
      30        |       30        |      82.90     %
      30        |       30        |      95.29     %
      30        |       30        |      87.56     %
      30        |       30        |      92.51     %
      30        |       30        |      77.26     %
      31        |       18        |      41.26     %
      31        |       18        |      38.82     %
       3        |        3        |      59.48     %
      31        |       31        |      57.11     %
      31        |       31        |      83.18     %
      31        |       31        |      89.83     %
      31        |       31        |      97.40     %
      31        |       31        |      91.61     %
      31        |       31        |      95.85     %
      31        |       31        |      99.19     %
      31        |       31        |      99.00     %
      31        |       31        |      99.64     %
      31        |       31        |      99.75     %
       3        |        3        |      62.54     %
       0        |        1        |      94.26     %
      31        |       31        |      98.12     %
      31        |       31        |      97.86     %
      31        |       18        |      43.05     %
      31        |       18        |      37.19     %
      31        |       35        |      41.16     %
      31        |       35        |      41.89     %
      31        |       18        |      50.01     %
      31        |       18        |      47.35     %
      31        |       18        |      28.91     %
      31        |       31        |      87.45     %
       3        |        3        |      42.37     %
      31        |       31        |      91.69     %
      31        |       73        |      77.27     %
      31        |       73        |      65.76     %
      31        |       31        |      99.47     %
      31        |       31        |      83.29     %
      31        |       31        |      94.42     %
      31        |       31        |      78.40     %
      31        |       31        |      97.98     %
      31        |       31        |      96.73     %
      31        |       25        |      60.38     %
       3        |        3        |      97.43     %
      31        |       81        |      81.79     %
      31        |       31        |      96.50     %
      31        |       85        |      47.09     %
      31        |       31        |      98.31     %
      31        |       31        |      70.37     %
      32        |       32        |      99.91     %
      32        |       32        |      99.90     %
      32        |       32        |      99.69     %
      32        |       32        |      98.65     %
      32        |       32        |      99.93     %
       3        |        3        |      99.82     %
      32        |       32        |      98.74     %
      32        |       32        |      79.77     %
      32        |       90        |      45.06     %
      32        |       83        |      85.30     %
      32        |       83        |      73.65     %
      32        |       32        |      73.33     %
      32        |       32        |      80.79     %
      32        |        2        |      62.97     %
      32        |       32        |      46.48     %
      32        |       32        |      83.26     %
       3        |        3        |      99.66     %
      32        |       32        |      56.45     %
      32        |        2        |      69.94     %
      32        |       83        |      62.96     %
      32        |       83        |      70.98     %
      32        |       32        |      98.65     %
      32        |       32        |      99.61     %
      32        |       32        |      95.67     %
      32        |       32        |      99.49     %
      32        |       32        |      69.20     %
      32        |       32        |      53.60     %
       3        |        3        |      98.70     %
      32        |       32        |      99.75     %
      32        |       32        |      98.34     %
      32        |       32        |      98.48     %
      32        |       32        |      65.80     %
      32        |       32        |      84.88     %
      32        |       30        |      76.07     %
      32        |       22        |      53.56     %
      32        |       32        |      99.45     %
      32        |       32        |      97.08     %
      32        |       32        |      58.10     %
       3        |        3        |      99.96     %
      32        |       32        |      98.77     %
      32        |       32        |      96.19     %
      32        |       32        |      88.85     %
      32        |       32        |      75.72     %
      33        |       33        |      86.41     %
      33        |       33        |      93.35     %
      33        |       33        |      88.77     %
      33        |       33        |      83.82     %
      33        |       33        |      96.33     %
      33        |       38        |      48.87     %
       3        |        3        |      96.65     %
      33        |       33        |      94.78     %
      33        |       33        |      86.34     %
      33        |       12        |      81.28     %
      33        |       33        |      43.82     %
      33        |       98        |      26.36     %
      33        |       33        |      48.78     %
      33        |       12        |      34.53     %
      33        |       12        |      71.05     %
      33        |       12        |      81.72     %
      33        |       12        |      84.82     %
       3        |        3        |      80.58     %
      33        |       12        |      91.88     %
      33        |       12        |      88.40     %
      33        |       98        |      45.34     %
      33        |       33        |      75.53     %
      33        |       33        |      71.18     %
      33        |       33        |      81.97     %
      33        |       33        |      72.91     %
      33        |       33        |      97.67     %
      33        |       33        |      99.73     %
      33        |       33        |      95.77     %
       3        |        3        |      77.73     %
      33        |       33        |      75.74     %
      33        |       33        |      62.38     %
      33        |       33        |      62.23     %
      33        |       12        |      46.36     %
      33        |       33        |      87.37     %
      33        |       33        |      74.88     %
      33        |       33        |      94.94     %
      34        |       19        |      60.19     %
      34        |        3        |      47.80     %
      34        |       77        |      68.09     %
       3        |       54        |      59.39     %
       0        |        1        |      76.23     %
      34        |       54        |      27.30     %
      34        |       19        |      39.74     %
      34        |       38        |      39.39     %
      34        |       19        |      65.48     %
      34        |       19        |      66.22     %
      34        |       54        |      93.57     %
      34        |       54        |      65.57     %
      34        |       34        |      79.97     %
      34        |       34        |      77.96     %
      34        |       34        |      65.87     %
       3        |        3        |      72.02     %
      34        |       77        |      52.89     %
      34        |       33        |      59.13     %
      34        |       38        |      52.29     %
      34        |       38        |      30.86     %
      34        |       38        |      46.12     %
      34        |       38        |      44.07     %
      34        |       88        |      44.32     %
      34        |       19        |      68.66     %
      34        |       49        |      63.39     %
      34        |       34        |      99.78     %
       3        |        3        |      94.93     %
      34        |       34        |      99.76     %
      34        |       34        |      99.73     %
      34        |       34        |      99.73     %
      34        |       34        |      99.71     %
      34        |       34        |      99.80     %
      34        |       37        |      58.52     %
      34        |       34        |      73.91     %
      34        |       34        |      90.36     %
      34        |       34        |      76.30     %
      34        |       34        |      92.31     %
       3        |        3        |      99.86     %
      35        |       35        |      72.54     %
      35        |       92        |      57.62     %
      35        |       92        |      94.92     %
      35        |       35        |      86.99     %
      35        |       35        |      96.31     %
      35        |       35        |      95.80     %
      35        |       35        |      92.54     %
      35        |       35        |      95.21     %
      35        |       35        |      82.85     %
      35        |       35        |      94.16     %
       3        |        3        |      98.51     %
      35        |       35        |      91.31     %
      35        |       35        |      91.59     %
      35        |       35        |      98.28     %
      35        |       35        |      85.64     %
      35        |       32        |      48.80     %
      35        |       92        |      84.08     %
      35        |       78        |      55.03     %
      35        |       35        |      80.28     %
      35        |       35        |      96.62     %
      35        |       92        |      42.86     %
       3        |        3        |      97.70     %
      35        |       35        |      99.81     %
      35        |       35        |      99.50     %
      35        |       35        |      99.60     %
      35        |       35        |      99.85     %
      35        |       35        |      99.13     %
      35        |       35        |      99.71     %
      35        |       35        |      99.51     %
      35        |       92        |      95.27     %
      35        |       92        |      96.97     %
      35        |       92        |      96.58     %
       3        |        3        |      92.24     %
      35        |       92        |      95.83     %
      35        |       92        |      93.84     %
      35        |       92        |      97.95     %
      35        |       35        |      96.68     %
      35        |       35        |      94.36     %
      35        |       35        |      98.79     %
      35        |       35        |      98.47     %
      35        |       35        |      95.01     %
      35        |       35        |      97.74     %
      35        |       35        |      98.02     %
       3        |        3        |      60.22     %
      35        |       35        |      98.02     %
      35        |       35        |      96.83     %
      35        |       35        |      98.58     %
      35        |       35        |      92.12     %
      35        |       35        |      78.06     %
      36        |       36        |      97.82     %
      36        |       36        |      96.33     %
      36        |       36        |      96.25     %
      36        |       36        |      96.06     %
      36        |       36        |      64.26     %
       3        |        3        |      83.43     %
      36        |       37        |      61.03     %
      36        |       37        |      48.70     %
      36        |       37        |      39.31     %
      36        |       36        |      86.08     %
      36        |       36        |      90.24     %
      36        |       36        |      89.51     %
      36        |       36        |      84.43     %
      36        |       36        |      55.48     %
      36        |       36        |      55.03     %
      36        |       16        |      53.71     %
       3        |       24        |      69.94     %
      36        |       16        |      92.40     %
      36        |       36        |      98.95     %
      36        |       36        |      98.59     %
      36        |       36        |      97.91     %
      36        |       36        |      98.66     %
      36        |       36        |      98.01     %
      36        |       36        |      97.70     %
      36        |       36        |      97.35     %
      36        |       36        |      97.83     %
      36        |       37        |      63.02     %
       3        |        3        |      77.81     %
       0        |        1        |      97.32     %
      36        |       36        |      61.73     %
      36        |       36        |      75.16     %
      36        |       36        |      48.69     %
      37        |       54        |      69.79     %
      37        |       37        |      70.17     %
      37        |       54        |      72.43     %
      37        |       36        |      55.01     %
      37        |       98        |      33.33     %
      37        |       98        |      27.12     %
      37        |       98        |      26.61     %
       3        |        3        |      61.03     %
      37        |       98        |      39.55     %
      37        |       37        |      45.61     %
      37        |       37        |      53.10     %
      37        |       71        |      65.17     %
      37        |       37        |      61.46     %
      37        |       32        |      44.92     %
      37        |       32        |      70.61     %
      37        |       32        |      67.61     %
      37        |       32        |      57.02     %
      37        |       32        |      58.89     %
       3        |        3        |      61.39     %
      37        |       14        |      60.65     %
      37        |       36        |      48.08     %
      37        |       21        |      82.75     %
      37        |       14        |      44.30     %
      37        |       21        |      52.11     %
      37        |       37        |      34.57     %
      37        |       22        |      51.85     %
      37        |       36        |      50.55     %
      37        |       54        |      78.07     %
      37        |       54        |      66.98     %
       3        |        3        |      89.74     %
      37        |       54        |      76.90     %
      37        |       37        |      85.95     %
      37        |       37        |      51.93     %
      37        |       37        |      66.70     %
      37        |       37        |      55.92     %
      37        |       37        |      54.18     %
      37        |       16        |      70.98     %
      38        |       38        |      87.59     %
      38        |       38        |      89.83     %
      38        |       38        |      92.02     %
       3        |        3        |      95.58     %
      38        |       38        |      90.08     %
      38        |       38        |      92.17     %
      38        |       12        |      92.46     %
      38        |       12        |      64.15     %
      38        |       12        |      53.58     %
      38        |       12        |      53.69     %
      38        |       12        |      74.68     %
      38        |       12        |      78.77     %
      38        |       12        |      67.02     %
      38        |       38        |      81.42     %
       3        |        3        |      82.42     %
      38        |       38        |      83.18     %
      38        |       38        |      93.15     %
      38        |       38        |      91.91     %
      38        |       38        |      85.11     %
      38        |       38        |      84.97     %
      38        |       38        |      79.43     %
      38        |       38        |      99.63     %
      38        |       38        |      99.55     %
      38        |       38        |      99.44     %
      38        |       38        |      97.75     %
       3        |        3        |      82.10     %
      38        |       38        |      95.78     %
      38        |       38        |      99.09     %
      38        |       38        |      98.01     %
      38        |       38        |      95.29     %
      38        |       38        |      89.89     %
      38        |       38        |      78.80     %
      38        |       54        |      68.33     %
      38        |       54        |      52.45     %
      38        |       38        |      51.84     %
      38        |       38        |      87.76     %
       3        |        3        |      87.55     %
      38        |       38        |      93.36     %
      38        |       38        |      86.53     %
      38        |       38        |      87.31     %
      38        |       33        |      74.61     %
      38        |       33        |      75.09     %
      38        |       33        |      90.37     %
      38        |       33        |      97.29     %
      38        |       33        |      93.28     %
      39        |        7        |      40.99     %
      39        |       96        |      43.21     %
       3        |        3        |      79.15     %
      39        |        7        |      62.68     %
      39        |        7        |      70.37     %
      39        |       56        |      46.49     %
      39        |       44        |      63.00     %
      39        |       50        |      62.58     %
      39        |       44        |      84.36     %
      39        |       44        |      89.70     %
      39        |       44        |      79.57     %
      39        |       44        |      81.75     %
      39        |       44        |      69.86     %
       3        |        3        |      94.19     %
      39        |       44        |      71.94     %
      39        |       25        |      49.21     %
      39        |       67        |      77.24     %
      39        |       67        |      85.42     %
      39        |       78        |      51.03     %
      39        |       50        |      76.46     %
      39        |       44        |      51.08     %
      39        |       50        |      75.36     %
      39        |       50        |      83.41     %
      39        |       50        |      52.73     %
       3        |        3        |      86.02     %
       0        |        1        |      95.54     %
      39        |       39        |      95.35     %
      39        |       39        |      98.44     %
      39        |       67        |      78.47     %
      39        |       39        |      68.03     %
      39        |       67        |      86.90     %
      39        |       39        |      60.95     %
      39        |       44        |      73.30     %
      39        |       44        |      65.28     %
      39        |       67        |      73.02     %
      39        |       39        |      85.38     %
       3        |        3        |      77.12     %
      39        |       39        |      87.18     %
      39        |       39        |      79.69     %
      39        |       39        |      74.33     %
      39        |       39        |      87.56     %
      39        |       39        |      87.76     %
      40        |       40        |      97.94     %
      40        |       40        |      99.86     %
      40        |       40        |      99.80     %
      40        |       40        |      99.64     %
      40        |       40        |      95.70     %
       3        |        3        |      89.89     %
      40        |       40        |      97.89     %
      40        |       40        |      89.57     %
      40        |       40        |      62.32     %
      40        |       40        |      99.78     %
      40        |       40        |      99.80     %
      40        |       40        |      99.93     %
      40        |       40        |      99.07     %
      40        |       40        |      99.96     %
      40        |       40        |      87.78     %
      40        |       40        |      86.71     %
       4        |       56        |      61.58     %
      40        |       40        |      95.53     %
      40        |       40        |      92.46     %
      40        |       40        |      92.72     %
      40        |       40        |      93.22     %
      40        |       40        |      99.78     %
      40        |       40        |      98.96     %
      40        |       40        |      97.72     %
      40        |       40        |      99.19     %
      40        |       40        |      92.79     %
      40        |       40        |      92.87     %
       4        |       56        |      59.79     %
      40        |       52        |      60.20     %
      40        |       40        |      86.33     %
      40        |       40        |      91.46     %
      40        |       40        |      68.80     %
      40        |       40        |      98.44     %
      40        |       40        |      73.77     %
      40        |       40        |      99.32     %
      40        |       40        |      99.03     %
      40        |       40        |      85.79     %
      40        |       40        |      97.76     %
       4        |       56        |      58.12     %
      41        |       41        |      96.55     %
      41        |       41        |      80.77     %
      41        |       41        |      98.04     %
      41        |       41        |      96.93     %
      41        |       41        |      99.19     %
      41        |       41        |      83.44     %
      41        |       41        |      92.19     %
      41        |       41        |      99.81     %
      41        |       41        |      99.89     %
      41        |       41        |      99.89     %
       4        |        4        |      95.30     %
      41        |       41        |      99.83     %
      41        |       41        |      99.65     %
      41        |       41        |      99.67     %
      41        |       41        |      99.45     %
      41        |       41        |      99.86     %
      41        |       41        |      99.75     %
      41        |       41        |      99.95     %
      41        |       41        |      99.78     %
      41        |       41        |      99.33     %
      41        |       41        |      99.58     %
       4        |        4        |      92.75     %
      41        |       41        |      99.79     %
      41        |       41        |      96.33     %
      41        |       41        |      92.60     %
      41        |       41        |      64.03     %
      41        |       41        |      79.76     %
      41        |       41        |      99.16     %
      41        |       41        |      99.50     %
      41        |       41        |      99.87     %
      41        |       41        |      99.77     %
      41        |       41        |      99.70     %
       4        |        4        |      99.57     %
      41        |       41        |      99.78     %
      41        |       41        |      99.69     %
      41        |       41        |      99.55     %
      41        |       41        |      89.55     %
      41        |       41        |      86.67     %
      41        |       41        |      99.38     %
      41        |       41        |      98.03     %
      41        |       41        |      99.74     %
      41        |       41        |      95.95     %
      41        |       41        |      97.91     %
       4        |        4        |      83.49     %
      41        |       41        |      99.47     %
      41        |       41        |      97.74     %
      41        |       41        |      99.14     %
      41        |       41        |      99.64     %
      41        |       41        |      99.69     %
      41        |       41        |      99.81     %
      41        |       41        |      99.82     %
      41        |       41        |      99.83     %
      41        |       41        |      99.65     %
      42        |       42        |      88.63     %
       4        |        4        |      97.65     %
       0        |        1        |      81.74     %
      42        |       42        |      45.94     %
      42        |       42        |      82.47     %
      42        |       42        |      73.97     %
      42        |       42        |      58.28     %
      42        |       42        |      62.72     %
      42        |       42        |      90.17     %
      42        |       42        |      99.30     %
      42        |       42        |      99.63     %
      42        |       42        |      99.08     %
      42        |       42        |      99.35     %
       4        |        4        |      93.66     %
      42        |       42        |      68.31     %
      42        |       42        |      56.14     %
      42        |       42        |      63.23     %
      42        |       42        |      60.22     %
      42        |       100       |      40.49     %
      42        |       57        |      39.61     %
      42        |       57        |      50.38     %
      42        |       42        |      37.95     %
      42        |       42        |      45.10     %
      42        |       42        |      54.93     %
       4        |        4        |      82.83     %
      42        |        7        |      25.13     %
      42        |       47        |      28.17     %
      42        |       42        |      32.05     %
      42        |       42        |      36.60     %
      42        |       42        |      70.51     %
      42        |       42        |      46.08     %
      42        |        5        |      51.67     %
      42        |       42        |      73.79     %
      42        |       42        |      99.83     %
      42        |       42        |      99.88     %
       4        |        4        |      99.25     %
      42        |       42        |      99.89     %
      42        |       42        |      99.61     %
      42        |       42        |      99.47     %
      43        |       43        |      99.64     %
      43        |       43        |      99.59     %
      43        |       43        |      99.74     %
      43        |       43        |      99.79     %
      43        |       43        |      99.70     %
      43        |       43        |      99.55     %
      43        |       43        |      99.78     %
       4        |        4        |      85.47     %
      43        |       43        |      98.95     %
      43        |       43        |      98.35     %
      43        |       43        |      99.01     %
      43        |       43        |      99.37     %
      43        |       43        |      90.87     %
      43        |       43        |      99.41     %
      43        |       43        |      97.27     %
      43        |       43        |      99.71     %
      43        |       43        |      99.69     %
      43        |       43        |      99.69     %
       4        |        4        |      90.06     %
      43        |       43        |      99.23     %
      43        |       43        |      99.78     %
      43        |       43        |      99.72     %
      43        |       43        |      88.60     %
      43        |       43        |      96.90     %
      43        |       43        |      88.37     %
      43        |       43        |      98.40     %
      43        |       80        |      55.85     %
      43        |       43        |      85.44     %
      43        |       43        |      96.13     %
       4        |        4        |      93.01     %
      43        |       43        |      99.70     %
      43        |       43        |      99.17     %
      43        |       43        |      99.90     %
      43        |       43        |      98.25     %
      43        |       43        |      99.87     %
      43        |       43        |      99.88     %
      43        |       43        |      99.67     %
      43        |       43        |      99.59     %
      43        |       43        |      99.65     %
      43        |       43        |      99.82     %
       4        |        4        |      82.24     %
      43        |       43        |      99.59     %
      43        |       43        |      99.41     %
      43        |       43        |      99.70     %
      43        |       43        |      99.66     %
      43        |       43        |      99.53     %
      43        |       43        |      97.13     %
      43        |       43        |      96.27     %
      43        |       43        |      98.77     %
      43        |       43        |      99.86     %
      44        |       50        |      69.80     %
       4        |        4        |      88.24     %
      44        |       50        |      47.23     %
      44        |       39        |      58.03     %
      44        |       50        |      56.66     %
      44        |       44        |      64.71     %
      44        |       44        |      62.04     %
      44        |       44        |      87.43     %
      44        |       44        |      78.93     %
      44        |       44        |      81.05     %
      44        |       44        |      72.09     %
      44        |       44        |      66.72     %
       4        |        4        |      89.10     %
      44        |       44        |      89.35     %
      44        |       39        |      48.32     %
      44        |       79        |      48.26     %
      44        |       79        |      48.71     %
      44        |       92        |      54.68     %
      44        |       44        |      73.35     %
      44        |       44        |      64.42     %
      44        |       44        |      75.29     %
      44        |       44        |      63.74     %
      44        |       44        |      68.65     %
       4        |        4        |      99.03     %
       0        |        0        |      92.87     %
      44        |       44        |      64.54     %
      44        |       44        |      77.26     %
      44        |       44        |      73.82     %
      44        |       44        |      64.24     %
      44        |       44        |      72.71     %
      44        |       50        |      72.44     %
      44        |       50        |      53.57     %
      44        |       50        |      74.32     %
      44        |       50        |      82.41     %
      44        |       50        |      78.20     %
       4        |        4        |      95.29     %
      45        |       83        |      57.11     %
      45        |       83        |      59.71     %
      45        |       83        |      65.19     %
      45        |       83        |      71.08     %
      45        |       45        |      93.23     %
      45        |       45        |      91.77     %
      45        |       45        |      97.40     %
      45        |       45        |      98.68     %
      45        |       45        |      99.42     %
      45        |       45        |      99.14     %
       4        |        4        |      97.43     %
      45        |       45        |      94.00     %
      45        |       45        |      97.57     %
      45        |       45        |      95.94     %
      45        |       45        |      96.50     %
      45        |       45        |      96.70     %
      45        |       45        |      98.23     %
      45        |       45        |      98.01     %
      45        |       45        |      85.30     %
      45        |       45        |      81.44     %
      45        |       45        |      87.06     %
       4        |        4        |      58.57     %
      45        |       45        |      78.53     %
      45        |       45        |      86.68     %
      45        |       45        |      96.45     %
      45        |       45        |      95.25     %
      45        |       45        |      95.33     %
      45        |       45        |      97.64     %
      45        |       45        |      91.89     %
      45        |       45        |      95.86     %
      45        |       45        |      94.40     %
      45        |       45        |      96.26     %
       4        |        4        |      44.29     %
      45        |       45        |      96.15     %
      45        |       45        |      91.93     %
      45        |       45        |      96.32     %
      45        |       21        |      87.49     %
      45        |       21        |      80.98     %
      45        |       21        |      80.22     %
      45        |       21        |      91.97     %
      45        |       21        |      90.75     %
      45        |       21        |      81.72     %
      45        |       21        |      86.02     %
       4        |        4        |      65.42     %
      46        |       46        |      58.75     %
      46        |       46        |      61.19     %
      46        |       46        |      73.28     %
      46        |       46        |      68.01     %
      46        |       46        |      60.69     %
      46        |       46        |      64.00     %
      46        |       46        |      64.59     %
      46        |       46        |      61.58     %
      46        |       46        |      63.12     %
      46        |       46        |      64.99     %
       4        |        4        |      78.51     %
      46        |       46        |      63.30     %
      46        |       46        |      57.30     %
      46        |       46        |      55.80     %
      46        |       46        |      58.53     %
      46        |       46        |      65.02     %
